Second.SampleID,First.SampleID,MATCH,First.ID,Loci.typed,Second.ID,Loci.typed.1,Matching.loci,Mismatching.loci,pID,pIDsib,Status,First.year,Second.year,First.Lat,First.Lon,First.Anem_ID,First.Date,First.Size,First.Tail_color,First.Age,First.Notes,Second.Lat,Second.Lon,Second.Anem_ID,Second.Date,Second.Size,Second.Tail_color,Second.Age,Second.Notes,distkm,Mismatch.prop,col
APCL14_255,APCL13_587,MATCH_diff_year_small_dist,APCL_13587L1737,265,APCL_14255L1742,262,247,15,0,0,Fuzzy match,2013,2014,10.6340205,124.776657,321,6/3/13,9.1,O,A,"dark fish, took photos",10.634084,124.776499,536,6/22/14,8.2,O,A,NA,0.018654967,0.060728745,
APCL14_255,APCL13_587,MATCH_diff_year_small_dist,APCL_13587L0678,265,APCL_14255L1742,262,247,15,0,0,Fuzzy match,2013,2014,10.6340205,124.776657,321,6/3/13,9.1,O,A,"dark fish, took photos",10.634084,124.776499,536,6/22/14,8.2,O,A,NA,0.018654967,0.060728745,
APCL14_255,APCL13_587,MATCH_diff_year_small_dist,APCL_13587L1737,265,APCL_14255L0737,265,244,21,0,0,Fuzzy match,2013,2014,10.6340205,124.776657,321,6/3/13,9.1,O,A,"dark fish, took photos",10.634084,124.776499,536,6/22/14,8.2,O,A,NA,0.018654967,0.086065574,
APCL13_333,APCL13_333,MATCH_regenotyped,APCL_13333L0357,265,APCL_13333L1721,265,253,12,0,0,Fuzzy match,2013,2013,10.8553445,124.7268745,195,5/29/13,6.9,YP,A,NA,10.8553445,124.7268745,195,5/29/13,6.9,YP,A,NA,0,0.04743083,
APCL13_080,APCL13_072,NO_same_year_same_anem,APCL_13072L1053,226,APCL_13080L1613,265,200,26,0,0,Fuzzy match,2013,2013,10.7688715,124.783722,42,5/24/13,7.8,YP,A,7.8cm fish had slightly orange tail edges: transitional?,10.7689558,124.7836465,45,5/24/13,9.5,O,A,NA,0.012484984,0.13,
APCL14_032,APCL13_147,MATCH_diff_year_small_dist,APCL_13147L0434,265,APCL_14032L0947,263,247,16,0,0,Fuzzy match,2013,2014,10.6524255,124.783547,82,5/26/13,11,O,A,NA,10.652397,124.78372,394,6/12/14,9.6,WR,L,NA,0.019168939,0.064777328,
APCL14_032,APCL13_147,MATCH_diff_year_small_dist,APCL_13147L0434,265,APCL_14032L1739,263,236,27,0,0,Fuzzy match,2013,2014,10.6524255,124.783547,82,5/26/13,11,O,A,NA,10.652397,124.78372,394,6/12/14,9.6,WR,L,NA,0.019168939,0.11440678,
APCL13_334,APCL13_333,NO_same_year_same_anem,APCL_13333L1721,265,APCL_13334L0358,233,222,11,0,0,Fuzzy match,2013,2013,10.8553445,124.7268745,195,5/29/13,6.9,YP,A,NA,10.8553973,124.726892,196,5/29/13,8.9,O,A,NA,0.006174445,0.04954955,
APCL14_246,APCL13_653,MATCH_diff_year_small_dist,APCL_13653L0696,265,APCL_14246L0712,265,251,14,0,0,Fuzzy match,2013,2014,10.8611258,124.721478,365,6/4/13,3.6,YR,L,NA,10.86133,124.721578,525,6/18/14,4.4,Y,L,NA,0.025195442,0.055776892,
APCL14_317,APCL14_309,NO_same_year_same_anem,APCL_14309L1728,265,APCL_14317L0806,265,250,15,0,0,Fuzzy match,2014,2014,10.635068,124.776215,570,6/22/14,8.3,O,A,NA,10.635228,124.776132,553,6/22/14,7.1,Y,L,NA,0.019969838,0.06,
APCL13_565,APCL13_565,MATCH_regenotyped,APCL_13565L0670,265,APCL_13565L1735,265,252,13,0,0,Fuzzy match,2013,2013,10.633602,124.7767905,311,6/3/13,9.6,YP,A,NA,10.633602,124.7767905,311,6/3/13,9.6,YP,A,NA,0,0.051587302,
APCL14_049,APCL14_049,MATCH_regenotyped,APCL_14049L0726,265,APCL_14049L1740,265,252,13,0,0,Fuzzy match,2014,2014,10.63357,124.776796,406,6/12/14,8.8,YR,L,multiple pieces,10.63357,124.776796,406,6/12/14,8.8,YR,L,multiple pieces,0.000134259,0.051587302,
APCL14_060,APCL13_572,MATCH_diff_year_small_dist,APCL_13572L0874,265,APCL_14060L0921,265,256,9,0,0,Fuzzy match,2013,2014,10.6336893,124.7767925,315,6/3/13,3,YR,L,NA,10.633935,124.776683,411,6/12/14,8.5,YR,L,NA,0.029826308,0.03515625,
APCL14_317,APCL14_309,NO_same_year_same_anem,APCL_14309L1018,265,APCL_14317L0806,265,243,22,0,0,Fuzzy match,2014,2014,10.635068,124.776215,570,6/22/14,8.3,O,A,NA,10.635228,124.776132,553,6/22/14,7.1,Y,L,NA,0.019969838,0.090534979,
APCL13_584,APCL13_584,MATCH_regenotyped,APCL_13584L0677,265,APCL_13584L1736,263,250,13,0,0,Fuzzy match,2013,2013,10.6339953,124.7767205,320,6/3/13,8.2,O,A,NA,10.6339953,124.7767205,320,6/3/13,8.2,O,A,NA,0,0.052,
APCL14_318,APCL14_310,NO_same_year_same_anem,APCL_14310L1748,263,APCL_14318L1300,265,242,21,0,0,Fuzzy match,2014,2014,10.635088,124.776224,571,6/22/14,4.5,Y,L,NA,10.635236,124.776108,576,6/22/14,8,O,A,NA,0.020773483,0.08677686,
APCL13_131,APCL13_120,NO_same_year_same_anem,APCL_13120L1084,265,APCL_13131L1092,265,259,6,0,0,Fuzzy match,2013,2013,10.7991308,124.7685015,NA,5/25/13,11.1,O,A,melanistic,10.7989108,124.7686843,72,5/25/13,10.7,O,A,"Was this one already sampled? Looks cut, but hard to tell.",0.031576799,0.023166023,
APCL14_270,APCL13_601,MATCH_diff_year_small_dist,APCL_13601L0683,265,APCL_14270L1013,265,247,18,0,0,Fuzzy match,2013,2014,10.6341135,124.776679,326,6/3/13,5.3,YR,L,NA,10.634489,124.776737,545,6/22/14,5.4,Y,L,NA,0.042232018,0.072874494,
APCL14_036,APCL13_145,MATCH_diff_year_small_dist,APCL_13145L1098,265,APCL_14036L0723,265,256,9,0,0,Fuzzy match,2013,2014,10.652842,124.7837035,80,5/26/13,9.6,YP,A,anemone is embedded in branching coral,10.652146,124.783819,395,6/12/14,11.1,YR,L,"multiple pieces , ",0.078414085,0.03515625,
APCL14_006,APCL13_089,MATCH_diff_year_small_dist,APCL_13089L0424,265,APCL_14006L0722,265,254,11,0,0,Fuzzy match,2013,2014,10.7440008,124.7863023,51,5/24/13,7.9,O,A,NA,10.742899,124.787067,284,6/7/14,8.8,O,A,NA,0.148286231,0.043307087,
APCL14_255,APCL14_255,MATCH_regenotyped,APCL_14255L0737,265,APCL_14255L1742,262,248,14,0,0,Fuzzy match,2014,2014,10.634084,124.776499,536,6/22/14,8.2,O,A,NA,10.634084,124.776499,536,6/22/14,8.2,O,A,NA,9.49E-05,0.056451613,
APCL14_452,APCL14_452,MATCH_regenotyped,APCL_14452L0744,265,APCL_14452L1754,253,239,14,0,0,Fuzzy match,2014,2014,10.859822,124.722686,676,6/26/14,7.7,O,A,NA,10.859822,124.722686,676,6/26/14,7.7,O,A,NA,0,0.058577406,
APCL14_423,APCL14_399,NO_same_year_same_anem,APCL_14399L0798,265,APCL_14423L1746,263,248,15,0,0,Fuzzy match,2014,2014,10.871527,124.714255,614,6/23/14,5.5,Y,L,NA,10.871697,124.713987,651,6/24/14,5.5,WR,L,NA,0.034839444,0.060483871,
APCL14_423,APCL14_399,NO_same_year_same_anem,APCL_14399L0798,265,APCL_14423L1341,265,243,22,0,0,Fuzzy match,2014,2014,10.871527,124.714255,614,6/23/14,5.5,Y,L,NA,10.871697,124.713987,651,6/24/14,5.5,WR,L,NA,0.034839444,0.090534979,
APCL14_291,APCL13_557,MATCH_diff_year_small_dist,APCL_13557L1218,264,APCL_14291L1206,250,226,24,0,0,Fuzzy match,2013,2014,10.6334045,124.7769405,307,6/3/13,8,O,A,NA,10.634608,124.776343,558,6/22/14,9,O,A,NA,0.148904131,0.10619469,
APCL14_433,APCL13_266,NO_diff_year_large_dist,APCL_13266L0299,241,APCL_14433L1283,265,222,19,0,0,Fuzzy match,2013,2014,10.8688405,124.716458,148,5/28/13,3.2,YR,L,NA,10.871811,124.713813,660,6/24/14,7.6,O,A,NA,0.438777504,0.085585586,
APCL14_425,APCL14_425,MATCH_regenotyped,APCL_14425L1343,253,APCL_14425L1729,265,238,15,0,0,Fuzzy match,2014,2014,10.871701,124.713919,653,6/24/14,5.2,WR,L,NA,10.871701,124.713919,653,6/24/14,5.2,WR,L,NA,0,0.06302521,
APCL13_651,APCL13_651,MATCH_regenotyped,APCL_13651L0980,265,APCL_13651L1725,265,249,16,0,0,Fuzzy match,2013,2013,10.8607693,124.7211288,NA,6/4/13,7.7,O,A,"on sand, not even close to the reef, so couldn't tag",10.8607693,124.7211288,NA,6/4/13,7.7,O,A,"on sand, not even close to the reef, so couldn't tag",0,0.064257028,
APCL14_447,APCL13_447,NO_diff_year_large_dist,APCL_13447L0846,265,APCL_14447L1238,265,248,17,0,0,Fuzzy match,2013,2014,10.8738498,124.7105893,256,5/31/13,5.1,YR,L,NA,10.871447,124.713943,671,6/24/14,5.3,WP,A,NA,0.453323215,0.068548387,
APCL14_424,APCL14_400,NO_same_year_same_anem,APCL_14400L0799,265,APCL_14424L1747,265,249,16,0,0,Fuzzy match,2014,2014,10.871527,124.714255,614,6/23/14,4.3,Y,L,NA,10.871694,124.713949,652,6/24/14,5.2,YR,L,NA,0.038227935,0.064257028,
APCL14_424,APCL14_400,NO_same_year_same_anem,APCL_14400L0799,265,APCL_14424L1342,264,242,22,0,0,Fuzzy match,2014,2014,10.871527,124.714255,614,6/23/14,4.3,Y,L,NA,10.871694,124.713949,652,6/24/14,5.2,YR,L,NA,0.038227935,0.090909091,
APCL14_088,APCL13_654,NO_diff_year_large_dist,APCL_13654L0697,264,APCL_14088L0922,265,252,12,0,0,Fuzzy match,2013,2014,10.8611258,124.721478,365,6/4/13,3.1,W,L,NA,10.872858,124.711873,427,6/13/14,8.9,YP,A,NA,1.673922988,0.047619048,
APCL14_445,APCL13_351,NO_diff_year_large_dist,APCL_13351L0370,265,APCL_14445L0742,265,249,16,0,0,Fuzzy match,2013,2014,10.8584133,124.7244405,205,5/29/13,3.6,YR,L,NA,10.871446,124.71402,669,6/24/14,4.2,YR,L,NA,1.84255055,0.064257028,
APCL14_553,APCL13_362,NO_diff_year_large_dist,APCL_13362L0377,265,APCL_14553L0974,263,249,14,0,0,Fuzzy match,2013,2014,10.860759,124.7220953,212,5/29/13,3.8,YR,L,NA,10.874333,124.710864,730,7/2/14,6.1,O,A,NA,1.944835816,0.0562249,
APCL14_097,APCL13_091,NO_diff_year_large_dist,APCL_13091L1065,232,APCL_14097L1233,265,211,21,0,0,Fuzzy match,2013,2014,10.8063178,124.7660638,52,5/25/13,8.2,YP,A,NA,10.873067,124.712098,430,6/13/14,10.1,YP,A,Seems unlikely that both of the large YPs are really from this anemone.,9.477541356,0.099526066,
APCL14_303,APCL13_048,NO_diff_year_large_dist,APCL_13048L1596,265,APCL_14303L0595,244,219,25,0,0,Fuzzy match,2013,2014,10.7562858,124.7857988,29,5/23/13,4,W,L,NA,10.634929,124.776218,566,6/22/14,4.5,WR,L,NA,13.53480383,0.114155251,
APCL13_207,APCL13_207,MATCH_regenotyped,APCL_13207L0444,265,APCL_13207L1024,206,192,14,0,0,Fuzzy match,2013,2013,10.873354,124.7120828,114,5/27/13,8.7,YP,A,NA,10.873354,124.7120828,114,5/27/13,8.7,YP,A,NA,0,0.072916667,
APCL14_007,APCL13_205,NO_diff_year_large_dist,APCL_13205L0443,265,APCL_14007L0945,263,241,22,0,0,Fuzzy match,2013,2014,10.873306,124.7120103,113,5/27/13,10.3,YP,A,NA,10.742899,124.787067,284,6/7/14,10.2,YP,A,NA,16.65750308,0.091286307,
APCL14_425,APCL14_401,NO_same_year_same_anem,APCL_14401L1005,265,APCL_14425L1729,265,249,16,0,0,Fuzzy match,2014,2014,10.871536,124.714258,615,6/23/14,5.8,Y,L,NA,10.871701,124.713919,653,6/24/14,5.2,WR,L,NA,0.041315619,0.064257028,
APCL13_050,APCL13_048,NO_same_year_same_anem,APCL_13048L0881,250,APCL_13050L1597,262,229,18,0,0,Fuzzy match,2013,2013,10.7562858,124.7857988,29,5/23/13,4,W,L,NA,10.756221,124.785645,31,5/23/13,9.1,O,A,NA,0.018281147,0.07860262,
APCL13_087,APCL13_087,MATCH_regenotyped,APCL_13087L0423,265,APCL_13087L1719,265,245,20,0,0,Fuzzy match,2013,2013,10.743469,124.7866575,50,5/24/13,9.8,O,A,NA,10.743469,124.7866575,50,5/24/13,9.8,O,A,NA,0,0.081632653,
APCL13_130,APCL13_130,MATCH_regenotyped,APCL_13130L0432,265,APCL_13130L1720,265,245,20,0,0,Fuzzy match,2013,2013,10.798464,124.7687123,71,5/25/13,6.8,O,A,NA,10.798464,124.7687123,71,5/25/13,6.8,O,A,NA,0,0.081632653,
APCL13_587,APCL13_587,MATCH_regenotyped,APCL_13587L0678,265,APCL_13587L1737,265,245,20,0,0,Fuzzy match,2013,2013,10.6340205,124.776657,321,6/3/13,9.1,O,A,"dark fish, took photos",10.6340205,124.776657,321,6/3/13,9.1,O,A,"dark fish, took photos",0,0.081632653,
APCL14_509,APCL13_587,NO_diff_year_large_dist,APCL_13587L0678,265,APCL_14509L1705,265,255,10,0,0,Fuzzy match,2013,2014,10.6340205,124.776657,321,6/3/13,9.1,O,A,"dark fish, took photos",10.79974,124.76825,NA,6/29/14,3.9,YR,L,NA,18.45004522,0.039215686,
APCL14_310,APCL14_310,MATCH_regenotyped,APCL_14310L0597,262,APCL_14310L1748,263,242,20,0,0,Fuzzy match,2014,2014,10.635088,124.776224,571,6/22/14,4.5,Y,L,NA,10.635088,124.776224,571,6/22/14,4.5,Y,L,NA,0,0.082644628,
APCL14_509,APCL13_587,NO_diff_year_large_dist,APCL_13587L1737,265,APCL_14509L1705,265,247,18,0,0,Fuzzy match,2013,2014,10.6340205,124.776657,321,6/3/13,9.1,O,A,"dark fish, took photos",10.79974,124.76825,NA,6/29/14,3.9,YR,L,NA,18.45004522,0.072874494,
APCL14_425,APCL14_401,NO_same_year_same_anem,APCL_14401L1005,265,APCL_14425L1343,253,235,18,0,0,Fuzzy match,2014,2014,10.871536,124.714258,615,6/23/14,5.8,Y,L,NA,10.871701,124.713919,653,6/24/14,5.2,WR,L,NA,0.041315619,0.076595745,
APCL14_155,APCL13_584,NO_diff_year_large_dist,APCL_13584L0677,265,APCL_14155L0730,265,249,16,0,0,Fuzzy match,2013,2014,10.6339953,124.7767205,320,6/3/13,8.2,O,A,NA,10.873714,124.711159,477,6/17/14,5.2,WR,L,NA,27.60092583,0.064257028,
APCL14_424,APCL14_424,MATCH_regenotyped,APCL_14424L1342,264,APCL_14424L1747,265,243,21,0,0,Fuzzy match,2014,2014,10.871694,124.713949,652,6/24/14,5.2,YR,L,NA,10.871694,124.713949,652,6/24/14,5.2,YR,L,NA,0,0.086419753,
APCL13_018,APCL12_022,MATCH_***,APCL_12022L1733,265,APCL_13018L0465,263,242,21,0,0,Fuzzy match,2012,2013,10.74403675,124.7862753,NA,5/6/12,10.6,NA,A,"Visca1 temperature logger; 2016-01-04: calling an adult based on size, no tail shape provided, MRS",NA,NA,#N/A,NA,NA,NA,NA,NA,NA,0.08677686,
APCL14_017,APCL13_027,MATCH_same_anem_diff_year,APCL_13027L0485,263,APCL_14017L0893,265,242,21,0,0,Fuzzy match,2013,2014,10.7644713,124.7854128,14,5/23/13,9.4,O,A,NA,10.764416,124.785318,14,6/10/14,9.3,O,A,NA,0.012044068,0.08677686,
APCL14_155,APCL13_584,NO_diff_year_large_dist,APCL_13584L1736,263,APCL_14155L1741,265,245,18,0,0,Fuzzy match,2013,2014,10.6339953,124.7767205,320,6/3/13,8.2,O,A,NA,10.873714,124.711159,477,6/17/14,5.2,WR,L,NA,27.60092583,0.073469388,
APCL13_651,APCL13_639,NO_same_year_same_anem,APCL_13639L0979,265,APCL_13651L1725,265,253,12,0,0,Fuzzy match,2013,2013,10.8732035,124.712417,356,6/4/13,5.8,YR,L,NA,10.8607693,124.7211288,NA,6/4/13,7.7,O,A,"on sand, not even close to the reef, so couldn't tag",1.678296547,0.04743083,
APCL13_651,APCL13_639,NO_same_year_same_anem,APCL_13639L0979,265,APCL_13651L0980,265,251,14,0,0,Fuzzy match,2013,2013,10.8732035,124.712417,356,6/4/13,5.8,YR,L,NA,10.8607693,124.7211288,NA,6/4/13,7.7,O,A,"on sand, not even close to the reef, so couldn't tag",1.678296547,0.055776892,
APCL14_498,APCL14_442,NO_same_year_same_anem,APCL_14442L1732,265,APCL_14498L0969,250,238,12,0,0,Fuzzy match,2014,2014,10.871634,124.714112,667,6/24/14,5,WR,L,NA,10.809171,124.76537,698,6/28/14,9.3,O,A,NA,8.920628764,0.050420168,
APCL13_357,APCL13_079,NO_same_year_same_anem,APCL_13079L1058,227,APCL_13357L1651,265,206,21,0,0,Fuzzy match,2013,2013,10.7689558,124.7836465,45,5/24/13,3.4,YR,L,NA,10.8584178,124.7243598,208,5/29/13,3,YR,L,NA,11.86957661,0.101941748,
APCL14_155,APCL13_584,NO_diff_year_large_dist,APCL_13584L1736,263,APCL_14155L0730,265,242,21,0,0,Fuzzy match,2013,2014,10.6339953,124.7767205,320,6/3/13,8.2,O,A,NA,10.873714,124.711159,477,6/17/14,5.2,WR,L,NA,27.60092583,0.08677686,
APCL14_155,APCL13_584,NO_diff_year_large_dist,APCL_13584L0677,265,APCL_14155L1741,265,241,24,0,0,Fuzzy match,2013,2014,10.6339953,124.7767205,320,6/3/13,8.2,O,A,NA,10.873714,124.711159,477,6/17/14,5.2,WR,L,NA,27.60092583,0.099585062,
APCL13_209,APCL13_207,NO_same_year_same_anem,APCL_13207L0444,265,APCL_13209L1626,265,241,24,0,0,Fuzzy match,2013,2013,10.873354,124.7120828,114,5/27/13,8.7,YP,A,NA,10.8732105,124.7120845,115,5/27/13,8.3,O,A,209 may have been sampled already,0.015957604,0.099585062,
APCL14_141,APCL13_187,NO_diff_year_large_dist,APCL_13187L1621,264,APCL_14141L0728,265,254,10,0,0,Fuzzy match,2013,2014,10.874049,124.7110515,105,5/27/13,10.1,O,A,NA,10.633547,124.776866,456,6/16/14,6,O,A," APCL 133 was on both 455 & 456, APCL 133 was on both 455 & 456",27.69221379,0.039370079,
APCL14_509,APCL14_255,NO_same_year_same_anem,APCL_14255L0737,265,APCL_14509L1705,265,252,13,0,0,Fuzzy match,2014,2014,10.634084,124.776499,536,6/22/14,8.2,O,A,NA,10.79974,124.76825,NA,6/29/14,3.9,YR,L,NA,18.44214145,0.051587302,
APCL13_367,APCL13_363,NO_same_year_same_anem,APCL_13363L0645,221,APCL_13367L0381,220,165,17,0,0,Fuzzy match,2013,2013,10.8562303,124.725933,213,5/29/13,6.9,YP,A,NA,10.8562355,124.7258905,214,5/29/13,6.8,YP,A,#367 sort of looks sampled already,0.004676949,0.103030303,
APCL14_006,APCL14_006,MATCH_regenotyped,APCL_14006L0722,265,APCL_14006L1738,265,240,25,0,0,Fuzzy match,2014,2014,10.742899,124.787067,284,6/7/14,8.8,O,A,NA,10.742899,124.787067,284,6/7/14,8.8,O,A,NA,0,0.104166667,
APCL14_126,APCL13_150,NO_diff_year_large_dist,APCL_13150L1101,265,APCL_14126L1321,250,238,12,0,0,Fuzzy match,2013,2014,10.640803,124.785089,85,5/26/13,3.2,YR,L,NA,NA,NA,450,6/16/14,8.1,O,A,NA,NA,0.050420168,
APCL13_055,APCL13_054,NO_same_year_consec_samples,APCL_13054L1037,211,APCL_13055L1602,265,191,20,0,0,Fuzzy match,2013,2013,10.7551455,124.785205,33,5/23/13,3.2,YR,L,NA,10.7551455,124.785205,33,5/23/13,6.5,YP,A,NA,9.49E-05,0.104712042,
APCL14_032,APCL14_032,MATCH_regenotyped,APCL_14032L0947,263,APCL_14032L1739,263,236,25,0,0,Fuzzy match,2014,2014,10.652397,124.78372,394,6/12/14,9.6,WR,L,NA,10.652397,124.78372,394,6/12/14,9.6,WR,L,NA,0,0.105932203,
APCL13_056,APCL13_055,NO_same_year_same_anem,APCL_13055L1038,240,APCL_13056L1603,265,217,23,0,0,Fuzzy match,2013,2013,10.7551455,124.785205,33,5/23/13,6.5,YP,A,NA,10.755087,124.7851225,34,5/23/13,3,YR,L,NA,0.01111473,0.105990783,
APCL14_126,APCL13_150,NO_diff_year_large_dist,APCL_13150L1101,265,APCL_14126L1701,265,252,13,0,0,Fuzzy match,2013,2014,10.640803,124.785089,85,5/26/13,3.2,YR,L,NA,NA,NA,450,6/16/14,8.1,O,A,NA,NA,0.051587302,
APCL13_461,APCL13_005,NO_same_year_large_dist,APCL_13005L0455,197,APCL_13461L1676,265,177,20,0,0,Fuzzy match,2013,2013,10.7449643,124.7857575,4,5/22/13,7.8,Y,L,NA,10.8737835,124.710859,NA,5/31/13,10.4,YP,A,fish were not close to any visible anem,16.49544473,0.11299435,
APCL13_075,APCL13_071,NO_same_year_same_anem,APCL_13071L1052,235,APCL_13075L1646,265,211,24,0,0,Fuzzy match,2013,2013,10.7685435,124.7839685,41,5/24/13,2.9,YR,L,NA,10.7688715,124.783722,42,5/24/13,4,YR,L,NA,0.045335059,0.113744076,
APCL14_XXX,APCL13_615,NO_diff_year_large_dist,APCL_13615L0884,265,APCL_14XXXL1282,265,245,20,0,0,Fuzzy match,2013,2014,10.8707983,124.714551,339,6/4/13,5.3,WP,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081632653,
APCL14_XXX,APCL13_393,NO_diff_year_large_dist,APCL_13393L1667,254,APCL_14XXXL0822,265,230,24,0,0,Fuzzy match,2013,2014,10.869132,124.7164225,226,5/30/13,4.1,YR,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104347826,
APCL14_423,APCL14_423,MATCH_regenotyped,APCL_14423L1341,265,APCL_14423L1746,263,236,27,0,0,Fuzzy match,2014,2014,10.871697,124.713987,651,6/24/14,5.5,WR,L,NA,10.871697,124.713987,651,6/24/14,5.5,WR,L,NA,0,0.11440678,
APCL13_082,APCL13_082,MATCH_regenotyped,APCL_13082L1060,243,APCL_13082L1688,232,192,22,0,0,Fuzzy match,2013,2013,10.7693383,124.7835563,46,5/24/13,8.4,O,A,NA,10.7693383,124.7835563,46,5/24/13,8.4,O,A,NA,0,0.114583333,
APCL13_051,APCL13_050,NO_same_year_consec_samples,APCL_13050L1033,233,APCL_13051L1598,265,209,24,0,0,Fuzzy match,2013,2013,10.756221,124.785645,31,5/23/13,9.1,O,A,NA,10.756221,124.785645,31,5/23/13,4.6,YR,L,NA,0,0.114832536,
APCL13_057,APCL13_057,MATCH_regenotyped,APCL_13057L1040,256,APCL_13057L1718,265,229,27,0,0,Fuzzy match,2013,2013,10.7550025,124.7851245,35,5/23/13,3.2,YR,L,NA,10.7550025,124.7851245,35,5/23/13,3.2,YR,L,NA,0,0.11790393,
APCL13_086,APCL13_085,NO_same_year_same_anem,APCL_13085L1063,226,APCL_13086L1654,264,202,24,0,0,Fuzzy match,2013,2013,10.7728598,124.78316,48,5/24/13,6.5,O,A,NA,10.7443475,124.7865788,49,5/24/13,4.1,WP,A,NA,3.19234448,0.118811881,
APCL13_083,APCL13_080,NO_same_year_same_anem,APCL_13080L1059,242,APCL_13083L1614,259,210,26,0,0,Fuzzy match,2013,2013,10.7689558,124.7836465,45,5/24/13,9.5,O,A,NA,10.7693565,124.783488,47,5/24/13,9.7,YP,A,NA,0.047801596,0.123809524,
APCL13_176,APCL13_100,NO_same_year_large_dist,APCL_13100L1070,220,APCL_13176L1618,265,195,25,0,0,Fuzzy match,2013,2013,10.8108175,124.764718,56,5/25/13,6.8,YP,A,NA,10.633411,124.7769295,98,5/26/13,10.3,O,A,NA,19.77176665,0.128205128,
APCL14_509,APCL14_255,NO_same_year_same_anem,APCL_14255L1742,262,APCL_14509L1705,265,249,13,0,0,Fuzzy match,2014,2014,10.634084,124.776499,536,6/22/14,8.2,O,A,NA,10.79974,124.76825,NA,6/29/14,3.9,YR,L,NA,18.44214145,0.052208835,
APCL14_489,APCL13_461,MATCH_same_anem_diff_year,APCL_13461L0466,204,APCL_14489L1677,265,180,24,0,0,Fuzzy match,2013,2014,10.8737835,124.710859,NA,5/31/13,10.4,YP,A,fish were not close to any visible anem,10.857641,124.725062,674,6/26/14,4.3,WR,L,NA,2.372226352,0.133333333,
